55 40 88 49 59 38 10 52 71 76 98 72 60 93 14 63 11 28 37 2 77 39 62 82 75 52 20 61 93 65 66 94 54 40 87 17 25 27 36 86 36 27 16 79 54 3 65 94 83 78 18 100 15 52 2 62 33 28 21 47 83 83 6 21
10 61 52 7 62 93 63 31 70 90 54 89 42 82 33 48 61 59 34 2 39 3 97 98 97 4 80 30 0 93 76 61 59 10 43 10 6 12 29 98 92 77 26 50 39 44 39 81 68 97 13 91 51 95 0 41 76 4 49 5 1 1 20 72
13 77 81 79 75 5 62 86 0 62 92 16 12 4 34 11 89 37 46 80 40 35 83 23 70 10 2 41 18 90 17 64 23 19 9 31 73 69 63 62 29 24 3 32 42 70 56 97 14 69 27 1 1 74 79 26 81 79 22 50 9 47 1 25
9 95 45 39 31 100 92 0 54 72 32 20 35 97 93 43 49 80 17 10 69 55 82 92 27 47 4 10 32 100 52 70 10 36 13 35 77 56 13 90 16 97 68 62 13 71 20 52 38 50 64 78 47 70 45 42 81 90 94 27 54 95 97 27
31 13 35 23 92 67 61 20 41 46 29 89 55 89 89 91 31 7 75 69 24 56 96 68 96 71 53 48 5 7 100 86 65 88 24 40 90 0 37 99 46 93 2 0 29 51 39 11 68 10 81 49 4 75 29 38 88 78 28 69 86 46 84 48
82 25 76 8 79 62 49 88 63 76 88 46 12 64 79 57 76 100 9 78 95 6 18 73 91 60 94 29 14 13 71 38 98 60 22 28 77 42 87 65 24 27 50 6 0 61 34 65 52 29 67 39 44 88 87 9 8 84 96 75 26 85 44 22
51 38 36 7 10 14 58 22 54 0 78 18 8 1 7 73 96 78 89 79 13 58 67 69 46 20 60 1 73 99 8 71 10 26 87 31 95 44 25 80 0 22 48 92 94 75 36 19 98 54 28 83 16 97 66 13 67 34 82 39 78 54 100 35
87 100 56 93 28 2 99 32 21 19 39 73 29 98 42 99 65 0 8 71 51 48 74 80 74 62 60 89 48 9 4 52 18 36 77 72 54 79 2 40 62 25 28 91 61 80 37 86 27 1 14 88 57 99 28 61 50 19 35 56 64 43 80 64
99 34 89 20 91 57 52 34 55 9 89 89 68 38 40 59 49 89 78 95 4 66 82 53 56 70 65 21 34 69 49 36 0 89 34 95 96 83 100 48 66 24 59 83 90 34 11 95 87 28 24 100 82 92 65 66 33 38 2 73 73 2 49 75
32 90 84 96 11 3 35 80 87 16 42 80 46 40 41 50 44 87 85 30 31 79 68 76 100 31 93 69 23 93 45 43 84 90 38 8 98 59 61 6 66 24 29 92 42 56 50 10 37 59 69 19 8 28 26 84 59 25 34 61 90 50 13 49
22 23 24 34 79 71 99 57 0 95 47 85 50 51 98 53 18 70 45 100 32 19 33 50 39 81 22 15 45 14 49 69 48 45 60 28 52 14 24 81 68 43 92 68 40 86 82 29 13 17 7 87 23 5 17 50 35 2 38 58 77 88 21 62
52 22 43 96 10 21 100 82 12 85 42 54 5 55 24 61 44 89 61 55 95 97 3 91 89 17 89 98 18 89 16 22 47 27 54 60 85 59 44 35 85 83 0 78 55 59 34 80 8 17 50 31 24 82 37 31 20 29 9 7 20 91 83 32
35 100 83 34 77 25 90 8 78 13 45 21 7 96 10 77 49 47 35 66 20 54 12 12 90 24 4 50 32 1 36 98 91 55 33 83 90 73 74 85 3 62 57 70 60 51 50 44 74 68 99 41 35 18 54 17 26 24 97 37 4 28 32 30
86 96 15 6 66 96 74 19 2 66 70 53 34 86 80 60 86 37 76 95 49 92 28 86 38 60 82 90 26 34 88 98 42 18 86 78 94 43 56 100 68 19 37 20 51 86 11 49 37 57 91 82 41 3 93 4 9 20 19 3 15 13 74 14
26 64 76 61 78 18 67 63 14 3 9 85 33 48 4 72 72 8 59 22 44 65 84 17 73 87 3 73 83 24 75 29 54 86 26 56 46 21 44 48 57 81 37 45 59 69 58 2 38 55 58 37 11 77 75 22 15 35 16 41 72 0 16 85
85 50 88 56 94 80 74 6 32 14 74 21 99 88 96 43 62 100 61 99 82 15 91 77 92 82 41 50 70 99 42 34 70 23 94 3 76 26 60 35 69 99 2 79 13 10 52 57 30 97 77 43 41 54 14 37 32 54 51 66 12 32 73 29
58 36 50 91 17 4 44 75 91 18 13 72 75 39 80 65 9 87 85 17 1 5 45 46 91 59 60 61 33 85 91 100 7 16 39 67 94 100 18 5 90 15 69 0 76 50 35 57 29 63 75 9 68 33 0 57 60 12 51 58 22 53 5 91
72 77 57 20 2 31 40 60 62 65 50 87 65 4 97 17 11 0 46 95 79 1 99 61 8 0 19 35 58 80 9 79 51 2 68 85 81 48 81 92 26 86 56 56 65 1 87 74 26 32 70 67 54 58 12 57 15 19 5 98 45 83 72 11
34 79 85 79 84 97 22 80 1 86 26 47 89 31 77 88 58 68 89 96 54 19 3 36 3 95 80 53 29 90 18 80 49 32 27 6 93 83 82 71 6 24 77 43 35 44 34 7 46 52 68 73 36 86 92 78 6 49 37 44 46 68 12 61
0 2 99 35 47 26 89 16 31 86 59 46 51 32 61 25 46 66 49 17 4 53 86 40 57 80 21 80 26 78 95 63 86 56 2 36 45 60 49 44 31 42 79 5 31 91 46 79 99 87 28 30 66 64 67 59 0 41 59 78 9 92 99 28
19 5 79 98 10 12 95 74 19 49 22 95 37 46 99 36 55 41 62 5 51 14 53 73 0 40 17 27 26 84 10 81 62 83 95 26 84 82 76 97 79 32 24 44 27 4 24 19 38 100 58 34 68 42 11 11 78 74 100 57 51 76 59 51
51 32 35 84 8 61 95 76 27 78 96 63 89 49 56 30 3 48 56 27 45 7 98 96 20 88 61 29 68 32 39 45 11 81 53 43 99 96 40 73 50 43 20 84 15 95 77 53 95 84 62 74 13 55 96 64 68 30 43 2 7 17 27 54
2 80 50 71 11 65 10 89 2 27 6 81 24 71 50 97 58 39 72 55 49 56 88 88 2 68 95 35 52 75 29 83 61 2 67 30 37 65 73 66 44 33 37 62 33 18 27 93 16 35 82 99 44 18 12 7 12 81 70 51 16 97 43 5
55 63 25 21 16 88 5 43 83 97 18 40 16 37 25 19 63 45 55 78 66 99 16 61 80 24 66 88 7 67 7 12 16 37 61 97 17 63 15 51 17 9 72 74 84 37 53 99 93 75 1 70 94 23 49 36 72 92 1 41 75 35 93 44
27 99 51 1 98 90 16 18 77 100 63 32 66 95 19 9 48 2 79 60 51 16 35 97 19 17 21 9 5 29 19 51 40 49 75 13 83 65 51 88 26 67 12 94 23 20 53 98 76 94 21 9 57 20 36 29 16 77 15 22 33 60 51 22
70 15 7 21 28 5 53 30 72 8 29 38 25 27 49 70 16 42 45 31 74 15 5 64 96 86 92 20 26 34 42 72 53 47 99 21 59 6 67 6 69 4 43 32 6 9 88 30 86 67 99 47 58 26 47 74 12 33 90 23 30 73 6 92
89 62 5 54 60 76 7 32 83 33 13 72 15 75 71 9 76 10 92 43 95 16 44 78 77 32 38 30 44 91 29 25 88 4 73 90 97 94 15 47 82 20 1 75 49 43 94 76 60 48 82 64 77 95 5 6 68 72 4 44 82 87 66 69
2 31 64 10 86 86 1 44 77 27 19 19 27 91 99 20 80 4 8 85 80 7 44 90 82 32 3 35 28 3 70 53 66 62 86 62 49 90 6 31 71 50 7 88 12 28 4 20 10 28 63 53 24 64 33 76 14 3 2 92 99 33 45 11
34 8 62 86 24 48 9 36 12 21 96 49 30 59 33 61 29 56 100 63 44 72 32 22 43 40 22 73 68 70 24 38 79 58 100 40 25 70 34 19 58 27 71 43 40 10 98 86 46 60 68 14 70 83 26 24 5 62 58 32 97 46 14 36
42 88 8 91 73 7 61 63 38 77 29 12 0 91 22 71 51 61 73 27 9 45 92 10 30 77 91 89 95 21 96 80 12 30 76 35 68 31 45 15 100 42 81 52 9 50 63 66 66 33 81 27 29 39 24 23 13 11 34 28 58 16 78 30
8 59 61 33 40 9 5 94 2 36 23 14 23 5 34 89 24 74 56 51 94 51 49 83 68 16 87 5 78 83 30 67 53 44 14 65 92 34 76 91 46 60 91 65 72 24 7 10 5 96 28 99 57 17 95 1 1 5 22 36 23 47 53 30
8 30 55 47 31 20 66 28 0 15 66 95 67 56 9 60 19 25 14 89 38 61 71 42 86 69 58 7 64 22 15 99 90 13 32 74 62 7 13 7 49 4 92 47 34 35 21 58 2 44 67 80 64 74 3 13 19 5 91 50 29 46 8 56
7 16 86 0 66 78 58 24 0 16 0 63 99 0 63 87 81 73 84 17 76 89 67 73 88 64 56 1 76 10 56 94 11 30 2 73 32 52 91 96 27 89 63 18 57 56 36 97 29 97 2 94 40 88 91 21 7 2 68 82 68 12 90 80
90 34 64 31 39 41 7 93 16 90 7 44 25 15 38 68 6 72 73 82 81 12 84 94 90 82 0 19 75 62 79 58 64 76 70 96 49 61 22 70 66 86 13 22 66 55 43 85 94 68 54 35 25 35 37 21 3 96 37 23 57 64 87 47
97 6 27 49 12 83 24 93 15 95 31 71 62 41 89 79 19 50 42 18 81 29 26 29 85 38 12 2 59 10 44 8 8 3 96 4 41 73 38 1 41 8 6 41 65 42 76 76 51 71 53 21 94 18 66 91 31 53 40 2 20 90 5 79
39 66 10 26 98 14 35 31 52 52 22 53 98 23 43 54 98 90 27 9 60 6 77 31 49 11 21 47 78 80 100 41 41 27 73 42 8 0 42 0 30 17 78 1 70 38 92 71 88 96 88 68 45 100 96 28 52 76 20 30 96 43 64 42
31 24 6 68 52 74 12 7 42 1 70 65 49 54 89 0 58 78 31 3 32 14 41 55 49 86 83 24 39 91 44 18 71 100 74 0 59 17 98 86 61 1 74 75 30 38 63 24 38 94 18 35 53 96 9 9 39 59 24 30 33 17 89 74
55 76 62 92 51 15 74 78 59 42 70 78 30 31 22 20 58 49 58 1 75 6 5 55 6 72 39 92 61 31 30 100 10 45 17 71 88 46 17 47 79 59 63 6 8 28 96 4 89 84 94 44 64 15 69 79 100 74 89 83 15 29 35 36
79 30 70 57 32 84 45 13 27 12 86 62 60 71 80 44 95 76 69 97 48 18 87 64 46 58 32 72 24 28 24 52 81 15 35 78 55 36 89 84 98 71 73 43 63 18 76 46 54 15 98 91 67 93 41 67 44 32 93 13 33 5 67 95
80 42 27 26 19 55 1 46 59 96 56 50 54 59 86 56 10 67 87 89 52 77 98 60 60 74 26 49 29 0 97 89 64 89 58 57 30 96 55 22 78 76 20 54 26 12 53 11 90 83 33 84 44 42 11 61 15 85 78 82 11 6 45 75
87 5 42 93 87 97 68 44 59 27 57 49 13 24 43 38 88 98 21 5 48 90 11 16 11 76 29 7 1 50 22 65 90 3 46 2 90 94 32 81 60 21 80 61 90 1 85 16 10 46 62 39 17 22 49 34 78 49 24 86 77 2 45 1
80 3 36 6 27 7 88 61 12 90 53 11 55 6 59 65 90 11 51 67 42 52 51 42 34 56 43 53 35 99 39 47 62 11 84 0 80 96 90 25 45 97 98 44 30 76 82 42 21 30 53 74 70 13 46 69 74 11 58 55 80 55 1 76
